offense_description,district,shooting,month,weekend,hour,day
SUDDEN DEATH,E13,0,8,0,18,16
SICK ASSIST,B2,0,8,0,18,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,8,0,18,16
SICK ASSIST,D4,0,8,0,18,16
M/V - LEAVING SCENE - PERSONAL INJURY,B2,0,8,0,18,16
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,8,0,18,16
LARCENY THEFT OF BICYCLE,C11,0,8,0,19,16
VANDALISM,B3,0,8,0,19,16
INVESTIGATE PERSON,B2,0,8,0,19,16
INVESTIGATE PERSON,C11,0,8,0,19,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,8,0,19,16
LARCENY THEFT FROM MV - NON-ACCESSORY,A7,0,8,0,19,16
INVESTIGATE PERSON,B3,0,8,0,19,16
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C6,0,8,0,19,16
SICK ASSIST - DRUG RELATED ILLNESS,B3,0,8,0,19,16
SICK ASSIST,D4,0,8,0,19,16
INVESTIGATE PERSON,E18,0,8,0,19,16
LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,8,0,19,16
LARCENY THEFT FROM MV - NON-ACCESSORY,E5,0,8,0,20,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,8,0,20,16
SICK/INJURED/MEDICAL - PERSON,C11,0,8,0,20,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,8,0,20,16
VERBAL DISPUTE,C6,0,8,0,20,16
LARCENY ALL OTHERS,B2,0,8,0,20,16
INVESTIGATE PERSON,D4,0,8,0,20,16
VANDALISM,D4,0,8,0,20,16
MISSING PERSON - LOCATED,C11,0,8,0,20,16
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,B3,0,8,0,20,16
LARCENY SHOPLIFTING,A1,0,8,0,21,16
LARCENY THEFT OF BICYCLE,D4,0,8,0,21,16
INVESTIGATE PROPERTY,B2,0,8,0,21,16
VERBAL DISPUTE,B2,0,8,0,21,16
VANDALISM,E18,0,8,0,21,16
LICENSE PREMISE VIOLATION,A1,0,8,0,21,16
INVESTIGATE PERSON,B3,0,8,0,21,16
VANDALISM,B3,0,8,0,22,16
LARCENY SHOPLIFTING,D4,0,8,0,22,16
PROPERTY - LOST/ MISSING,B3,0,8,0,22,16
MISSING PERSON,A7,0,8,0,22,16
SICK ASSIST,A15,0,8,0,22,16
SICK ASSIST - DRUG RELATED ILLNESS,D14,0,8,0,22,16
LICENSE PREMISE VIOLATION,D14,0,8,0,22,16
INVESTIGATE PERSON,E13,0,8,0,22,16
LARCENY SHOPLIFTING,D4,0,8,0,23,16
INVESTIGATE PERSON,B2,0,8,0,23,16
SICK ASSIST,B3,0,8,0,23,16
M/V ACCIDENT - OTHER,E13,0,8,0,23,16
AUTO THEFT - MOTORCYCLE / SCOOTER,E18,0,8,0,23,16
ASSAULT - AGGRAVATED,B2,0,8,0,23,16
INVESTIGATE PERSON,E5,0,8,0,23,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,8,0,0,17
SICK ASSIST,E13,0,8,0,0,17
VERBAL DISPUTE,C11,0,8,0,0,17
SICK ASSIST - DRUG RELATED ILLNESS,D4,0,8,0,0,17
LICENSE PREMISE VIOLATION,D4,0,8,0,0,17
AUTO THEFT,D4,0,8,0,0,17
LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,8,0,0,17
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3,0,8,0,0,17
BURGLARY - COMMERICAL,C6,0,8,0,0,17
ASSAULT - SIMPLE,E13,0,8,0,0,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,8,0,0,17
LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,8,0,0,17
SICK ASSIST - DRUG RELATED ILLNESS,A1,0,8,0,0,17
M/V ACCIDENT - OTHER,B2,0,8,0,0,17
LARCENY ALL OTHERS,C11,0,8,0,0,17
INVESTIGATE PERSON,A1,0,8,0,0,17
INVESTIGATE PERSON,D4,0,8,0,0,17
INVESTIGATE PERSON,A1,0,8,0,1,17
VAL - VIOLATION OF AUTO LAW,B2,0,8,0,1,17
INVESTIGATE PERSON,A7,0,8,0,1,17
BURGLARY - COMMERICAL,D4,0,8,0,1,17
ASSAULT - AGGRAVATED,B3,1,8,0,1,17
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,0,8,0,1,17
ASSAULT - SIMPLE,A1,0,8,0,1,17
INVESTIGATE PERSON,B3,0,8,0,2,17
INVESTIGATE PROPERTY,B2,0,8,0,2,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,8,0,4,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,0,4,17
VANDALISM,C6,0,8,0,4,17
GRAFFITI,D4,0,8,0,5,17
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,8,0,6,17
FIREARM/WEAPON - FOUND OR CONFISCATED,A1,0,8,0,6,17
VANDALISM,B2,0,8,0,6,17
TOWED MOTOR VEHICLE,D14,0,8,0,7,17
PROPERTY - FOUND,C6,0,8,0,7,17
BURGLARY - COMMERICAL,B3,0,8,0,7,17
TOWED MOTOR VEHICLE,D4,0,8,0,7,17
INVESTIGATE PROPERTY,B2,0,8,0,7,17
LARCENY THEFT OF BICYCLE,A1,0,8,0,7,17
TOWED MOTOR VEHICLE,C6,0,8,0,7,17
DEATH INVESTIGATION,C6,0,8,0,7,17
LARCENY SHOPLIFTING,B2,0,8,0,7,17
MISSING PERSON - LOCATED,E18,0,8,0,8,17
TOWED MOTOR VEHICLE,D4,0,8,0,8,17
MISSING PERSON - NOT REPORTED - LOCATED,B2,0,8,0,8,17
TOWED MOTOR VEHICLE,D14,0,8,0,8,17
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,8,0,8,17
LARCENY THEFT FROM MV - NON-ACCESSORY,A7,0,8,0,8,17
POSSESSION OF BURGLARIOUS TOOLS,D4,0,8,0,8,17
LARCENY THEFT FROM BUILDING,C6,0,8,0,8,17
INVESTIGATE PERSON,E13,0,8,0,8,17
M/V ACCIDENT - PROPERTY DAMAGE,A1,0,8,0,8,17
LARCENY ALL OTHERS,A1,0,8,0,9,17
LARCENY SHOPLIFTING,D4,0,8,0,9,17
INVESTIGATE PERSON,B2,0,8,0,9,17
LARCENY THEFT OF BICYCLE,B2,0,8,0,9,17
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1,0,8,0,9,17
TOWED MOTOR VEHICLE,A7,0,8,0,9,17
INVESTIGATE PERSON,C6,0,8,0,9,17
LARCENY THEFT FROM BUILDING,D14,0,8,0,9,17
VANDALISM,E13,0,8,0,9,17
FORGERY / COUNTERFEITING,D14,0,8,0,9,17
M/V ACCIDENT - OTHER,E13,0,8,0,9,17
PROPERTY - LOST/ MISSING,E13,0,8,0,9,17
PROPERTY - LOST THEN LOCATED,A7,0,8,0,9,17
INVESTIGATE PERSON,B2,0,8,0,9,17
LARCENY THEFT FROM MV - NON-ACCESSORY,E18,0,8,0,9,17
INVESTIGATE PERSON,E13,0,8,0,9,17
ASSAULT - SIMPLE,C6,0,8,0,9,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,8,0,9,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,10,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,8,0,10,17
DEATH INVESTIGATION,B2,0,8,0,10,17
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6,0,8,0,10,17
INVESTIGATE PERSON,C11,0,8,0,10,17
LARCENY SHOPLIFTING,E5,0,8,0,10,17
LARCENY ALL OTHERS,B2,0,8,0,10,17
PROPERTY - LOST/ MISSING,D4,0,8,0,10,17
TOWED MOTOR VEHICLE,B3,0,8,0,10,17
ASSAULT - SIMPLE,B3,0,8,0,10,17
VAL - VIOLATION OF AUTO LAW,A15,0,8,0,10,17
TOWED MOTOR VEHICLE,A1,0,8,0,10,17
DANGEROUS OR HAZARDOUS CONDITION,C6,0,8,0,10,17
LARCENY THEFT OF BICYCLE,A1,0,8,0,11,17
VERBAL DISPUTE,B2,0,8,0,11,17
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,0,8,0,11,17
LARCENY THEFT FROM MV - NON-ACCESSORY,B3,0,8,0,11,17
INVESTIGATE PERSON,C6,0,8,0,11,17
TOWED MOTOR VEHICLE,A7,0,8,0,11,17
INVESTIGATE PROPERTY,A7,0,8,0,11,17
INVESTIGATE PERSON,A7,0,8,0,11,17
LARCENY THEFT FROM BUILDING,C11,0,8,0,11,17
LARCENY SHOPLIFTING,A1,0,8,0,11,17
FRAUD - FALSE PRETENSE / SCHEME,A1,0,8,0,11,17
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,0,8,0,11,17
LARCENY THEFT OF BICYCLE,C6,0,8,0,12,17
PROPERTY - LOST/ MISSING,D4,0,8,0,12,17
INVESTIGATE PROPERTY,B3,0,8,0,12,17
ASSAULT - AGGRAVATED,C6,0,8,0,12,17
ASSAULT - AGGRAVATED,D4,0,8,0,12,17
VANDALISM,C6,0,8,0,12,17
INVESTIGATE PERSON,E13,0,8,0,12,17
SEARCH WARRANT,B3,0,8,0,12,17
INVESTIGATE PERSON,A7,0,8,0,12,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,12,17
INVESTIGATE PERSON,C11,0,8,0,12,17
BALLISTICS EVIDENCE/FOUND,B2,0,8,0,12,17
PROPERTY - FOUND,E13,0,8,0,12,17
ASSAULT - SIMPLE,D4,0,8,0,13,17
SICK ASSIST,B2,0,8,0,13,17
SICK ASSIST,C6,0,8,0,13,17
LARCENY ALL OTHERS,B2,0,8,0,13,17
INVESTIGATE PERSON,A1,0,8,0,13,17
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,0,8,0,13,17
INVESTIGATE PERSON,C11,0,8,0,13,17
BALLISTICS EVIDENCE/FOUND,B2,0,8,0,13,17
PROPERTY - LOST/ MISSING,E18,0,8,0,13,17
ASSAULT - SIMPLE,E13,0,8,0,13,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,0,13,17
THREATS TO DO BODILY HARM,C11,0,8,0,13,17
SEARCH WARRANT,A7,0,8,0,13,17
LARCENY THEFT FROM BUILDING,D4,0,8,0,13,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,8,0,13,17
LARCENY THEFT FROM BUILDING,A1,0,8,0,13,17
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,0,8,0,13,17
MISSING PERSON - LOCATED,E5,0,8,0,14,17
BURGLARY - RESIDENTIAL,B2,0,8,0,14,17
LARCENY SHOPLIFTING,D4,0,8,0,14,17
LARCENY THEFT FROM BUILDING,E18,0,8,0,14,17
LARCENY SHOPLIFTING,C11,0,8,0,14,17
VANDALISM,E18,0,8,0,14,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,8,0,14,17
FRAUD - FALSE PRETENSE / SCHEME,E13,0,8,0,14,17
TOWED MOTOR VEHICLE,E18,0,8,0,14,17
FIRE REPORT,A15,0,8,0,15,17
ASSAULT - SIMPLE,A1,0,8,0,15,17
LARCENY ALL OTHERS,A1,0,8,0,15,17
LARCENY THEFT OF BICYCLE,E13,0,8,0,15,17
M/V ACCIDENT - OTHER,D4,0,8,0,15,17
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,8,0,15,17
SICK/INJURED/MEDICAL - PERSON,B3,0,8,0,15,17
PROPERTY - FOUND,E5,0,8,0,15,17
LARCENY THEFT FROM BUILDING,E18,0,8,0,15,17
AUTO THEFT - MOTORCYCLE / SCOOTER,D4,0,8,0,15,17
PROPERTY - LOST/ MISSING,D14,0,8,0,15,17
VANDALISM,B3,0,8,0,15,17
INVESTIGATE PERSON,D4,0,8,0,15,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,0,15,17
VERBAL DISPUTE,B2,0,8,0,15,17
VANDALISM,B3,0,8,0,16,17
PROPERTY - FOUND,C6,0,8,0,16,17
AUTO THEFT,B3,0,8,0,16,17
PROPERTY - LOST/ MISSING,D4,0,8,0,16,17
LARCENY SHOPLIFTING,D4,0,8,0,16,17
INVESTIGATE PERSON,B2,0,8,0,16,17
INVESTIGATE PROPERTY,C6,0,8,0,16,17
INVESTIGATE PERSON,B3,0,8,0,16,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,8,0,16,17
VANDALISM,B2,0,8,0,17,17
INVESTIGATE PERSON,A15,0,8,0,17,17
INVESTIGATE PERSON,B3,0,8,0,17,17
FRAUD - FALSE PRETENSE / SCHEME,D4,0,8,0,17,17
INVESTIGATE PERSON,C11,0,8,0,17,17
M/V - LEAVING SCENE - PERSONAL INJURY,E5,0,8,0,17,17
LARCENY THEFT OF BICYCLE,D4,0,8,0,17,17
INVESTIGATE PROPERTY,B2,0,8,0,17,17
INVESTIGATE PERSON,B3,0,8,0,17,17
LARCENY ALL OTHERS,E5,0,8,0,17,17
SICK/INJURED/MEDICAL - PERSON,E5,0,8,0,17,17
FRAUD - FALSE PRETENSE / SCHEME,C11,0,8,0,17,17
LIQUOR LAW VIOLATION,A1,0,8,0,17,17
LARCENY SHOPLIFTING,E13,0,8,0,17,17
SICK ASSIST,B2,0,8,0,17,17
MISSING PERSON - LOCATED,C11,0,8,0,17,17
VAL - OPERATING AFTER REV/SUSP.,B2,0,8,0,17,17
LARCENY SHOPLIFTING,D4,0,8,0,17,17
ROBBERY,B2,0,8,0,17,17
LARCENY THEFT FROM MV - NON-ACCESSORY,A15,0,8,0,17,17
ASSAULT - AGGRAVATED,E18,0,8,0,18,17
PROPERTY - LOST/ MISSING,C11,0,8,0,18,17
ASSAULT - AGGRAVATED,C6,0,8,0,18,17
PROPERTY - FOUND,B3,0,8,0,18,17
LARCENY SHOPLIFTING,D4,0,8,0,18,17
LARCENY THEFT OF BICYCLE,C11,0,8,0,18,17
PROPERTY - FOUND,E13,0,8,0,18,17
INVESTIGATE PERSON,D14,0,8,0,18,17
INVESTIGATE PERSON,B2,0,8,0,18,17
TOWED MOTOR VEHICLE,E5,0,8,0,18,17
FIREARM/WEAPON - FOUND OR CONFISCATED,E13,0,8,0,18,17
LARCENY THEFT OF BICYCLE,C11,0,8,0,18,17
VANDALISM,A1,0,8,0,18,17
FRAUD - FALSE PRETENSE / SCHEME,A15,0,8,0,18,17
ASSAULT - SIMPLE,D14,0,8,0,18,17
INVESTIGATE PERSON,E13,0,8,0,18,17
SICK ASSIST,E13,0,8,0,18,17
INVESTIGATE PERSON,C11,0,8,0,18,17
LARCENY SHOPLIFTING,E18,0,8,0,18,17
MISSING PERSON - LOCATED,B2,0,8,0,18,17
M/V PLATES - LOST,C11,0,8,0,19,17
FRAUD - CREDIT CARD / ATM FRAUD,D4,0,8,0,19,17
ASSAULT - SIMPLE,B3,0,8,0,19,17
M/V ACCIDENT - PERSONAL INJURY,D14,0,8,0,19,17
INVESTIGATE PROPERTY,E5,0,8,0,19,17
INVESTIGATE PERSON,E18,0,8,0,19,17
VANDALISM,C6,0,8,0,19,17
DANGEROUS OR HAZARDOUS CONDITION,A7,0,8,0,19,17
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,8,0,20,17
LARCENY SHOPLIFTING,E18,0,8,0,20,17
ASSAULT - AGGRAVATED,B3,0,8,0,20,17
M/V ACCIDENT - PERSONAL INJURY,A15,0,8,0,20,17
MISSING PERSON - LOCATED,E13,0,8,0,20,17
INVESTIGATE PERSON,E18,0,8,0,20,17
HARBOR INCIDENT / VIOLATION,D14,0,8,0,20,17
INVESTIGATE PROPERTY,B3,0,8,0,20,17
SICK ASSIST,B3,0,8,0,20,17
BURGLARY - RESIDENTIAL,A1,0,8,0,20,17
MISSING PERSON - NOT REPORTED - LOCATED,B2,0,8,0,20,17
VANDALISM,C6,0,8,0,21,17
M/V PLATES - LOST,B2,0,8,0,21,17
INVESTIGATE PERSON,C11,0,8,0,21,17
MISSING PERSON,C6,0,8,0,21,17
THREATS TO DO BODILY HARM,E13,0,8,0,22,17
INVESTIGATE PERSON,B2,0,8,0,22,17
PROPERTY - FOUND,E13,0,8,0,22,17
SICK/INJURED/MEDICAL - PERSON,C6,0,8,0,22,17
INVESTIGATE PERSON,C6,0,8,0,22,17
INVESTIGATE PROPERTY,B2,0,8,0,22,17
LARCENY THEFT FROM BUILDING,C6,0,8,0,23,17
PROPERTY - LOST/ MISSING,A1,0,8,0,23,17
TOWED MOTOR VEHICLE,B2,0,8,0,23,17
SICK ASSIST,E13,0,8,0,23,17
TOWED MOTOR VEHICLE,A7,0,8,0,0,18
TOWED MOTOR VEHICLE,E18,0,8,0,0,18
FRAUD - FALSE PRETENSE / SCHEME,D14,0,8,0,0,18
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,0,8,0,0,18
THREATS TO DO BODILY HARM,B2,0,8,0,0,18
INVESTIGATE PERSON,C11,0,8,0,0,18
THREATS TO DO BODILY HARM,E18,0,8,0,0,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,0,0,18
VANDALISM,B3,0,8,0,0,18
PROPERTY - LOST/ MISSING,B3,0,8,0,0,18
ROBBERY,A7,0,8,0,0,18
TOWED MOTOR VEHICLE,B2,0,8,0,0,18
HARASSMENT/ CRIMINAL HARASSMENT,D14,0,8,0,0,18
ROBBERY,B2,0,8,0,0,18
INVESTIGATE PROPERTY,B3,0,8,0,0,18
ROBBERY,B3,0,8,0,1,18
LANDLORD - TENANT,E18,0,8,0,1,18
DEATH INVESTIGATION,D4,0,8,0,1,18
BURGLARY - COMMERICAL,B3,0,8,0,1,18
SICK ASSIST,D14,0,8,0,2,18
FIRE REPORT,C11,0,8,0,2,18
MISSING PERSON - LOCATED,B2,0,8,0,2,18
TOWED MOTOR VEHICLE,B2,0,8,0,2,18
LARCENY THEFT FROM BUILDING,B2,0,8,0,3,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,3,18
SICK ASSIST,D14,0,8,0,3,18
ASSAULT - AGGRAVATED,C6,0,8,0,4,18
INVESTIGATE PERSON,B3,0,8,0,4,18
INVESTIGATE PERSON,E18,0,8,0,4,18
AUTO THEFT,B2,0,8,0,5,18
M/V ACCIDENT - OTHER CITY VEHICLE,A1,0,8,0,5,18
SICK ASSIST,A1,0,8,0,5,18
LARCENY THEFT FROM BUILDING,D14,0,8,0,6,18
INVESTIGATE PERSON,D4,0,8,0,6,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,8,0,7,18
M/V ACCIDENT - OTHER,B3,0,8,0,7,18
LARCENY ALL OTHERS,C6,0,8,0,8,18
SEARCH WARRANT,A7,0,8,0,8,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,0,8,18
INVESTIGATE PERSON,B3,0,8,0,8,18
INVESTIGATE PERSON,A1,0,8,0,8,18
M/V ACCIDENT - PERSONAL INJURY,B2,0,8,0,8,18
SICK/INJURED/MEDICAL - PERSON,C11,0,8,0,8,18
VERBAL DISPUTE,D14,0,8,0,8,18
ROBBERY,C11,0,8,0,8,18
INVESTIGATE PROPERTY,D4,0,8,0,8,18
TOWED MOTOR VEHICLE,B2,0,8,0,8,18
LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,0,8,0,8,18
LARCENY SHOPLIFTING,C11,0,8,0,8,18
MISSING PERSON,C11,0,8,0,8,18
TOWED MOTOR VEHICLE,D4,0,8,0,8,18
FRAUD - FALSE PRETENSE / SCHEME,A1,0,8,0,9,18
M/V ACCIDENT - OTHER,E5,0,8,0,9,18
ASSAULT - SIMPLE,A1,0,8,0,9,18
LARCENY THEFT FROM BUILDING,D14,0,8,0,9,18
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6,0,8,0,9,18
M/V ACCIDENT - OTHER,D14,0,8,0,9,18
VANDALISM,A1,0,8,0,9,18
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E13,0,8,0,9,18
LARCENY THEFT FROM BUILDING,D4,0,8,0,9,18
BURGLARY - RESIDENTIAL,C11,0,8,0,9,18
VAL - VIOLATION OF AUTO LAW,E5,0,8,0,9,18
TOWED MOTOR VEHICLE,E18,0,8,0,9,18
ASSAULT - SIMPLE,C6,0,8,0,9,18
LARCENY SHOPLIFTING,E18,0,8,0,9,18
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,8,0,9,18
INVESTIGATE PERSON,E13,0,8,0,9,18
DEATH INVESTIGATION,A1,0,8,0,9,18
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14,0,8,0,9,18
LARCENY THEFT FROM MV - NON-ACCESSORY,E18,0,8,0,10,18
INVESTIGATE PERSON,D4,0,8,0,10,18
INVESTIGATE PERSON,D14,0,8,0,10,18
BALLISTICS EVIDENCE/FOUND,E5,0,8,0,10,18
FIRE REPORT,B2,0,8,0,10,18
LARCENY THEFT FROM BUILDING,D14,0,8,0,10,18
VANDALISM,A1,0,8,0,10,18
SICK ASSIST - DRUG RELATED ILLNESS,A7,0,8,0,10,18
INVESTIGATE PERSON,B2,0,8,0,10,18
VANDALISM,A7,0,8,0,10,18
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,8,0,10,18
PROPERTY - FOUND,C6,0,8,0,11,18
PROPERTY - LOST/ MISSING,D4,0,8,0,11,18
THREATS TO DO BODILY HARM,B3,0,8,0,11,18
MISSING PERSON - LOCATED,B2,0,8,0,11,18
FORGERY / COUNTERFEITING,A1,0,8,0,11,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,0,11,18
LARCENY SHOPLIFTING,B3,0,8,0,11,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,11,18
INVESTIGATE PERSON,E5,0,8,0,11,18
DEATH INVESTIGATION,C11,0,8,0,11,18
M/V ACCIDENT - OTHER,D14,0,8,0,11,18
INVESTIGATE PERSON,B2,0,8,0,11,18
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A1,0,8,0,11,18
LARCENY ALL OTHERS,A7,0,8,0,11,18
SICK ASSIST - DRUG RELATED ILLNESS,B2,0,8,0,11,18
INVESTIGATE PERSON,B3,0,8,0,11,18
LARCENY THEFT FROM MV - NON-ACCESSORY,C6,0,8,0,11,18
INVESTIGATE PERSON,C6,0,8,0,11,18
TOWED MOTOR VEHICLE,E13,0,8,0,11,18
LARCENY ALL OTHERS,A1,0,8,0,11,18
AUTO THEFT - MOTORCYCLE / SCOOTER,A1,0,8,0,12,18
PROPERTY - FOUND,C6,0,8,0,12,18
LARCENY THEFT FROM BUILDING,D4,0,8,0,12,18
INVESTIGATE PERSON,A15,0,8,0,12,18
LARCENY SHOPLIFTING,E18,0,8,0,12,18
M/V ACCIDENT - PROPERTY DAMAGE,C6,0,8,0,12,18
THREATS TO DO BODILY HARM,E13,0,8,0,12,18
INVESTIGATE PROPERTY,D4,0,8,0,12,18
VERBAL DISPUTE,B2,0,8,0,12,18
M/V ACCIDENT - POLICE VEHICLE,D4,0,8,0,12,18
LARCENY SHOPLIFTING,C11,0,8,0,12,18
SICK ASSIST,B3,0,8,0,12,18
TOWED MOTOR VEHICLE,B2,0,8,0,12,18
PROPERTY - LOST/ MISSING,B3,0,8,0,13,18
INVESTIGATE PERSON,D14,0,8,0,13,18
INVESTIGATE PERSON,B3,0,8,0,13,18
AUTO THEFT - MOTORCYCLE / SCOOTER,A15,0,8,0,13,18
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,8,0,13,18
TOWED MOTOR VEHICLE,D14,0,8,0,13,18
THREATS TO DO BODILY HARM,C6,0,8,0,14,18
INVESTIGATE PERSON,D14,0,8,0,14,18
M/V ACCIDENT - PERSONAL INJURY,C11,0,8,0,14,18
INVESTIGATE PERSON,B3,0,8,0,14,18
VERBAL DISPUTE,A1,0,8,0,14,18
LARCENY SHOPLIFTING,E5,0,8,0,14,18
FRAUD - FALSE PRETENSE / SCHEME,C11,0,8,0,14,18
LARCENY SHOPLIFTING,A1,0,8,0,14,18
SICK ASSIST,A7,0,8,0,14,18
SICK ASSIST,B2,0,8,0,14,18
LARCENY SHOPLIFTING,D4,0,8,0,14,18
VERBAL DISPUTE,A7,0,8,0,15,18
INVESTIGATE PROPERTY,B2,0,8,0,15,18
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,8,0,15,18
LARCENY SHOPLIFTING,D4,0,8,0,15,18
BURGLARY - COMMERICAL,E5,0,8,0,15,18
LARCENY THEFT OF BICYCLE,D4,0,8,0,15,18
INVESTIGATE PERSON,C11,0,8,0,15,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,15,18
LIQUOR/ALCOHOL - DRINKING IN PUBLIC,B2,0,8,0,15,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,8,0,15,18
MISSING PERSON - LOCATED,E18,0,8,0,16,18
ROBBERY,C11,0,8,0,16,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,0,16,18
LARCENY SHOPLIFTING,D4,0,8,0,16,18
THREATS TO DO BODILY HARM,A7,0,8,0,16,18
FORGERY / COUNTERFEITING,C11,0,8,0,16,18
VANDALISM,C6,0,8,0,16,18
INVESTIGATE PERSON,C11,0,8,0,16,18
INVESTIGATE PROPERTY,E13,0,8,0,16,18
TRESPASSING,B3,0,8,0,16,18
INVESTIGATE PROPERTY,B3,0,8,0,17,18
MISSING PERSON - LOCATED,C11,0,8,0,17,18
LARCENY ALL OTHERS,E13,0,8,0,17,18
VANDALISM,E13,0,8,0,17,18
VAL - VIOLATION OF AUTO LAW,E18,0,8,0,17,18
VAL - OPERATING AFTER REV/SUSP.,E18,0,8,0,17,18
LARCENY SHOPLIFTING,A1,0,8,0,17,18
PROPERTY - LOST/ MISSING,D4,0,8,0,17,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,8,0,17,18
INVESTIGATE PERSON,B2,0,8,0,17,18
PROPERTY - LOST/ MISSING,B2,0,8,0,17,18
M/V ACCIDENT - OTHER,B2,0,8,0,17,18
LARCENY ALL OTHERS,C6,0,8,0,17,18
MISSING PERSON - LOCATED,C11,0,8,0,17,18
INVESTIGATE PERSON,C11,0,8,0,17,18
INVESTIGATE PROPERTY,C11,0,8,0,17,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,8,0,18,18
SICK ASSIST,C11,0,8,0,18,18
PROPERTY - FOUND,B3,0,8,0,18,18
LARCENY SHOPLIFTING,C11,0,8,0,18,18
SICK ASSIST,B2,0,8,0,18,18
PROPERTY - ACCIDENTAL DAMAGE,B2,0,8,0,18,18
DEATH INVESTIGATION,C11,0,8,0,18,18
INVESTIGATE PERSON,E13,0,8,0,18,18
THREATS TO DO BODILY HARM,C11,0,8,0,18,18
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,8,0,18,18
ASSAULT - SIMPLE,B2,0,8,0,18,18
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,8,0,18,18
LARCENY THEFT FROM MV - NON-ACCESSORY,C6,0,8,0,18,18
SICK ASSIST - DRUG RELATED ILLNESS,B2,0,8,0,18,18
AIRCRAFT INCIDENTS,D4,0,8,0,18,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,8,0,18,18
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,8,0,18,18
ASSAULT - SIMPLE,C11,0,8,0,19,18
LARCENY ALL OTHERS,A1,0,8,0,19,18
